"","genus","Aging_16S_negative_CTRL_S48_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_100_S51_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_101_S54_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_102_S55_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_103_S69_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_104_S70_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_105_S82_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_106_S83_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_107_S85_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_108_S86_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_109_S87_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_200_S49_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_201_S50_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_202_S52_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_203_S53_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_204_S56_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_205_S65_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_206_S66_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_207_S71_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_208_S72_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_209_S84_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_300_S67_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_301_S68_L001.clean.fasta","Aging_16S_saliva_rep1_14_194J_302_S81_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_100_S59_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_101_S62_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_102_S63_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_103_S77_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_104_S78_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_105_S89_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_106_S90_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_107_S92_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_108_S93_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_109_S94_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_200_S57_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_201_S58_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_202_S60_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_203_S61_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_204_S64_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_205_S73_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_206_S74_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_207_S79_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_208_S80_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_209_S91_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_300_S75_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_301_S76_L001.clean.fasta","Aging_16S_saliva_rep2_14_194J_302_S88_L001.clean.fasta","Aging_16S_stool1_14_194J_100_S5_L001.clean.fasta","Aging_16S_stool1_14_194J_101_S11_L001.clean.fasta","Aging_16S_stool1_14_194J_102_S13_L001.clean.fasta","Aging_16S_stool1_14_194J_103_S25_L001.clean.fasta","Aging_16S_stool1_14_194J_104_S27_L001.clean.fasta","Aging_16S_stool1_14_194J_105_S35_L001.clean.fasta","Aging_16S_stool1_14_194J_106_S37_L001.clean.fasta","Aging_16S_stool1_14_194J_107_S41_L001.clean.fasta","Aging_16S_stool1_14_194J_108_S43_L001.clean.fasta","Aging_16S_stool1_14_194J_109_S45_L001.clean.fasta","Aging_16S_stool1_14_194J_200_S1_L001.clean.fasta","Aging_16S_stool1_14_194J_201_S3_L001.clean.fasta","Aging_16S_stool1_14_194J_202_S7_L001.clean.fasta","Aging_16S_stool1_14_194J_203_S9_L001.clean.fasta","Aging_16S_stool1_14_194J_204_S15_L001.clean.fasta","Aging_16S_stool1_14_194J_205_S17_L001.clean.fasta","Aging_16S_stool1_14_194J_206_S19_L001.clean.fasta","Aging_16S_stool1_14_194J_207_S29_L001.clean.fasta","Aging_16S_stool1_14_194J_208_S31_L001.clean.fasta","Aging_16S_stool1_14_194J_209_S39_L001.clean.fasta","Aging_16S_stool1_14_194J_300_S21_L001.clean.fasta","Aging_16S_stool1_14_194J_301_S23_L001.clean.fasta","Aging_16S_stool1_14_194J_302_S33_L001.clean.fasta","Aging_16S_stool2_14_194J_100_S6_L001.clean.fasta","Aging_16S_stool2_14_194J_101_S12_L001.clean.fasta","Aging_16S_stool2_14_194J_102_S14_L001.clean.fasta","Aging_16S_stool2_14_194J_103_S26_L001.clean.fasta","Aging_16S_stool2_14_194J_104_S28_L001.clean.fasta","Aging_16S_stool2_14_194J_105_S36_L001.clean.fasta","Aging_16S_stool2_14_194J_106_S38_L001.clean.fasta","Aging_16S_stool2_14_194J_107_S42_L001.clean.fasta","Aging_16S_stool2_14_194J_108_S44_L001.clean.fasta","Aging_16S_stool2_14_194J_109_S46_L001.clean.fasta","Aging_16S_stool2_14_194J_200_S2_L001.clean.fasta","Aging_16S_stool2_14_194J_201_S4_L001.clean.fasta","Aging_16S_stool2_14_194J_202_S8_L001.clean.fasta","Aging_16S_stool2_14_194J_203_S10_L001.clean.fasta","Aging_16S_stool2_14_194J_204_S16_L001.clean.fasta","Aging_16S_stool2_14_194J_205_S18_L001.clean.fasta","Aging_16S_stool2_14_194J_206_S20_L001.clean.fasta","Aging_16S_stool2_14_194J_207_S30_L001.clean.fasta","Aging_16S_stool2_14_194J_208_S32_L001.clean.fasta","Aging_16S_stool2_14_194J_209_S40_L001.clean.fasta","Aging_16S_stool2_14_194J_300_S22_L001.clean.fasta","Aging_16S_stool2_14_194J_301_S24_L001.clean.fasta","Aging_16S_stool2_14_194J_302_S34_L001.clean.fasta","Aging_16S_tongue_dorsum_sample_as_negative_CTRL_S47_L001.clean.fasta","Diaz_16S_Mock_community_Pool1_S95_L001.clean.fasta","Diaz_16S_Mock_community_Pool2_S96_L001.clean.fasta"
"54","Escherichia/Shigella",0,0.000120206755619666,0,0,0,0,0,0,0,0,0.000251916363767229,0,9.69274013763691e-05,0,0,0,0,0.00144634075788256,0,0,0,0,0,0,6.86388907955247e-05,0,0,0,0,0,0,0,0,4.84754471860003e-05,0,0.000232018561484919,0,0,0,8.08146112817197e-05,0.000789390590464162,0.000164122763827343,0,0,0,3.45280022097921e-05,0,0,0,0,0,0,0.0186979049335436,0,0.000973994350832765,0,0.000846740050804403,0,0.00625384457658397,0.0105036358739564,0,0,0.000138083402375035,0.000161173341929245,0.000223015165031222,0.000110791048083315,0,0,0,0.00087719298245614,0,0,0,0,0.000154762825969202,0.0237921142921424,7.3308408474452e-05,0.00196560196560197,0,0.00263532763532764,0.00115196313717961,0.00672017920477879,0.00593798108643061,0.000677659814772984,0,0,0,0.000537273337810611,0,0.000455114347479804,0,0.000776699029126214,0.00084554678692221,0,0.194425433957569,0.161483484643616
"55","Ethanoligenens",0,0,0,0.000102009588901357,0,4.81718772580567e-05,9.94134605825629e-05,0.000562384510323773,0,0,0.000719761039334941,0,0,9.19286633572348e-05,0,0,7.83269366335083e-05,0,0.000296098897031609,0,0,6.36334712058543e-05,2.67938481324688e-05,0,6.86388907955247e-05,0,8.32570144034635e-05,0,0.00012649421288976,0.000530035335689046,0,0,0,0.000727131707790004,0,0,0,0,0,0.000565702278972038,0,0.000656491055309371,6.48340248962656e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Eubacterium",0,0.00180310133429499,0.00105695830886671,0.00183617260022442,0.00182481751824818,0.000240859386290284,0,0.000803406443319675,0.0188357332969358,0.00119617224880383,0.000755749091301688,0.00061850569025235,0.0012600562178928,0,0.000970245795601552,0.000251277326409247,0.00399467376830892,0,0.00118439558812643,0,0.000830746360019238,0.00089086859688196,2.67938481324688e-05,0,0.00178461116068364,0.00108409478085798,0.00137374073765714,0.00342603788794841,0.000695718170893681,0,0.000282485875706215,0.0150720403691654,0.00164179104477612,0.000678656260604004,0.000912289847517268,0.00116009280742459,0,0.000878734622144112,0.000645994832041344,0.00460643284305803,0,0.000492368291482029,0.000194502074688797,0.00107438016528926,0.000615226864906434,0,0,0.00440459336164858,0,0,0,0,0,0.0116439707913953,0.023960261030486,0.0522948822095857,0,0,0.0230674595037934,0.000134661998384056,0.000272553829381302,0.00183404381877664,0,8.05866709646224e-05,0.00156110615521855,0,0,0,0.0167849837564673,0.000328947368421053,0.00414691943127962,0,9.67585873246251e-05,0,0,0.000168738399235053,0.0109229528626934,0.0208353808353808,0.0611656843483955,7.12250712250712e-05,0,0.030614149710659,0,0.000112943302462164,0.000141342756183746,0,4.99700179892065e-05,0.000671591672263264,9.90785693054592e-05,0.000227557173739902,8.6400552963539e-05,0.00796116504854369,0.000422773393461105,0.0769230769230769,0.00192870030485908,0.00289743094456249
"57","Faecalibacterium",0,0.00156268782305566,0.000822078684674104,0.000102009588901357,0,4.81718772580567e-05,0.000198826921165126,0.000803406443319675,0.00975909370094861,0.00083732057416268,0.00273509194947277,0.00185551707075705,0.0101773771445188,0.000597536311822026,0,0.000335036435212329,0.000313307746534033,0.00607463118310673,0.000925309053223777,0.0769230769230769,0.00030606444842814,6.36334712058543e-05,0.000241144633192219,0.00307692307692308,0.00151005559750154,0.000232306024469568,0,0.000201531640467553,0,0,0.000282485875706215,0.00969391142686408,0.00111940298507463,0.00189054244025401,0.00104261696859116,0.0116009280742459,0.000753891967281089,0.000219683655536028,0.00129198966408269,0.00137384839178924,0.0165772023997474,0.00191476557798567,6.48340248962656e-05,0.000454545454545455,0.000307613432453217,0.000241696015468545,0.00361757105943152,0.190970583608621,0.100470957613815,0.119219416202033,0.0857293590081773,0.0985058107360265,0.0721446271682811,0.120189461219657,0.004577773448914,0.023659626320065,0.0596951735817104,0.00837209302325581,0.0621283575968833,0.104363048747643,0,0.127391692277189,0.19773543220105,0.107019099041019,0.194023193577163,0.211832483935298,0.0245437782158073,0.105515587529976,0.0577547828179521,0.0441885964912281,0.165284360189573,0.0781939639747107,0.192065795839381,0.0930303492450816,0.0813278650468157,0.040722200348726,0.115827285389634,0.00481572481572482,0.0155206286836935,0.0403846153846154,0.00787174810406067,0.0545081202165391,0.118759621728612,0.000112943302462164,0.120989399293286,0.192973775358733,0.112982210673596,0.195298858294157,0.18240364609135,0.0243486175901695,0.125799205114913,0.0809708737864077,0.0431228861330327,0,0.116281963541343,0.124396368553216
"58","Flavonifractor",0.0666666666666667,0,0.000469759248385203,0,0,0,0,0,0.00320753429331877,0,3.5988051966747e-05,0.00024740227610094,0.000290782204129107,0,0,0.000586313761621576,0,0,0,0,0,6.36334712058543e-05,5.35876962649376e-05,0,0,0.000232306024469568,4.16285072017317e-05,0,0,0,0.000282485875706215,0.00192550295465109,7.46268656716418e-05,0,0.000130327121073895,0.000696055684454756,0,0,0.000968992248062015,0,0,0.000164122763827343,0,0,0,0,0,0.00487651407896807,0.000235478806907379,0.00377172843555264,0.000923239250857294,0.000774764803541782,0.0100810993466997,0.00236826524570752,0.00418817570858089,0.000203086921202275,0.0012701100762066,0.002015503875969,0.000615132253434488,0.00646377592243469,0.00258926137912238,0.00148706255576485,0.000966583816625242,0.000161173341929245,0.000223015165031222,0.000332373144249945,0.000190754752972595,0.000553403431101273,0.000721934785224402,0.000109649122807018,0.00592417061611375,5.96445186687343e-05,0.00270924044508951,0.00122007015403386,0.00116072119476902,0.0221609764328703,0.00124624294406568,0.00501228501228501,0.000523903077930583,0.00106837606837607,0.00211193241816262,0.000186671644577189,0.00670771937541236,0.00271063925909194,0.000706713780918728,0.000692726373082632,0.000799520287827303,0.000268636668905306,9.90785693054592e-05,0.000455114347479804,0.000345602211854156,0.000873786407766991,0,0,0,0
"59","Fusobacterium",0,0.0281283808150018,0.0267762771579565,0.0531469958176069,0.0062043795620438,0.11228864588853,0.0806243165324585,0.0572828794086929,0,0.0422248803827752,0.0818728182243495,0.061850569025235,0.0306290588349326,0.0857234785806215,0.0501293661060802,0.00435547365776028,0.0671261846949165,0.0127277986693665,0.141239173884077,0,0.0950548729832539,0.0173719376391983,0.0225872139756712,0.0209615384615384,0.0240922506692292,0.0297351711321047,0.0512030638581301,0.0110842402257155,0.112516602365442,0.0752650176678445,0.0570621468926554,0.000464776575260607,0.0432089552238806,0.0783363226525765,0.0615144011468787,0.0354988399071925,0.0931056579592144,0.054920913884007,0.00532945736434109,0.0718441894294488,0.0107357120303126,0.147546364680782,0.00570539419087137,0.0959504132231405,0.0159446295821584,0.0258960016573441,0.0216020671834625,0,0,0,0,0,0,0,9.73994350832765e-05,0,0,0.211162790697675,0.00666393274554029,0.000269323996768112,0.000136276914690651,0.000594825022305938,0.000138083402375035,0.00032234668385849,0.000223015165031222,0.000110791048083315,0.000190754752972595,0,0.000421128624714234,0.00142543859649123,0.000197472353870458,0,9.67585873246251e-05,0,7.73814129846011e-05,5.62461330783509e-05,7.3308408474452e-05,9.82800982800983e-05,0,0,0.107228568685802,0.00802688071681911,0.000109962612711678,0.000112943302462164,0.000424028268551237,0.00049480455220188,0.000199880071956826,0.000268636668905306,0,0,8.6400552963539e-05,0.000194174757281553,0.000704622322435175,0,0.0139986312449449,0.0150666409117249
"60","Gemella",0,0.00252434186801298,0.00270111567821491,0.00183617260022442,0.00182481751824818,0.00592514090274098,0.00228650959339895,0.0159877882220616,0.00382174298778407,0.00873205741626795,0.00766545506891712,0.0107619990103909,0.00242318503440923,0.0215113072255929,0.0313712807244502,0.000586313761621576,0.00681444348711522,0.0114260919872722,0.00995632541268783,0,0.0041100083074636,0.00114540248170538,0.0135844810031616,0.00932692307692308,0.00233372228704784,0.00216818956171597,0.00291399550412122,0.00403063280935107,0.00512301562203529,0.00141342756183746,0.0146892655367231,0.00152712303299914,0.00843283582089552,0.00756216976101604,0.0108171510491333,0.00185614849187935,0.020053526329677,0.0239455184534271,0.000322997416020672,0.00565702278972039,0.0124723713293338,0.00831555336725203,0.000259336099585062,0.00359504132231405,0.00112791591899513,0.0138802568883364,0.00816537467700258,0,0,0,0.000131891321551042,0,0,0,0,0,0,0,0,0,0,4.95687518588282e-05,0,0,0.000446030330062444,0,0,0,6.01612321020335e-05,0,0,0,0,0,0,0.000112492266156702,0,0,0,0,0,9.33358222885944e-05,0,0,0,0,0,0.000671591672263264,0,0,8.6400552963539e-05,0,0,0,0,0
"61","Gemmiger",0,0,0,0,0,0,0,0,0,0,0,0,9.69274013763691e-05,0,0,0,0,0.000144634075788256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119513976495585,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45280022097921e-05,0,0.00849457291175083,0.00384615384615385,0,0.00580321814824585,0,0.0261320117143501,0,0,0.000304630381803412,0,0,0.0262456428132048,0,0,0.00877366907901259,0,0.00556048029655895,0.0115967885816235,0.0134057168180811,0,0.00461169525917727,0.000120322464204067,0.00394736842105263,0.0084913112164297,0.00268400334009305,0,0.00869299984749123,0,0.029023004668429,7.3308408474452e-05,0,0.000130975769482646,0,9.59969280983009e-05,0.0266007093522494,0,0,0.00452296819787986,0,0.00604637217669398,0.00631296171927468,0.0124838997324879,0,0.00406082598928633,9.70873786407767e-05,0.00415727170236753,0,0,0
"62","Granulicatella",0,0.0155066714749369,0.00610687022900764,0.00673263286748954,0.0113138686131387,0.0133436100004817,0.00248533651456407,0.0744757772957339,0,0.00705741626794259,0.0451650052182676,0.043171697179614,0.0166715130367355,0.0165471594043023,0.0417205692108668,0.00795711533629282,0.00736273204354978,0.0399190049175586,0.00954918942926938,0,0.0165712037077522,0.0108813235762011,0.0665559187610525,0.0228846153846154,0.012560917015581,0.00472355583088121,0.00661893264507534,0.0145102781136638,0.0114477262665233,0.00265017667844523,0.0822033898305085,0.000331983268043291,0.00544776119402986,0.0426583935236803,0.0376645379903558,0.0174013921113689,0.0184326586000226,0.0437170474516696,0.00888242894056848,0.0065459835138193,0.0306283549100095,0.00837026095519448,0.00175051867219917,0.0190909090909091,0.00830556267623686,0.061287203922381,0.023359173126615,0,7.84929356357928e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138083402375035,0,0,0,0,0,0.000120322464204067,0,0,5.96445186687343e-05,0,0,0,0,0,0,0,0,0,0,0,0.000225886604924328,0,0,4.99700179892065e-05,0,0,0,8.6400552963539e-05,0,7.04622322435175e-05,0,6.22161388664219e-05,0.000193162062970833
"63","Haemophilus",0,0.0512080778939776,0.12859659424545,0.0978271957564011,0.027007299270073,0.0989932077653067,0.0760512973456606,0.146059291395517,0,0.0171052631578947,0.0377874545650843,0.0493567540821376,0.00387709605505476,0.246598639455782,0.0355756791720569,0.0119775525588408,0.0454296232474348,0.213335261787677,0.0343844844177956,0.0769230769230769,0.0322242140702199,0.0804963410754057,0.00886876373184717,0.0455769230769231,0.0496259180451644,0.131020597800837,0.0973274498376488,0.0259975816203144,0.10549617355006,0.0742049469964665,0.15225988700565,0.000663966536086581,0.0164925373134329,0.0394590140094042,0.0531734653981493,0.00440835266821345,0.240943872743035,0.0441564147627416,0.0137273901808786,0.0480846937126232,0.254341648247553,0.0357787625143607,0.0296291493775934,0.0321487603305785,0.0979748782363496,0.0102202886540985,0.0447545219638243,0.000314613811546327,0.000549450549450549,0.00131190554280091,0,0.0125069175428888,0,0.00138148805999605,0,0.000101543460601137,0,0,0.000307566126717244,0.000134661998384056,0.000136276914690651,0.00485773768216516,0.004004418668876,0.00161173341929245,0.000446030330062444,0.00421005982716597,0.000190754752972595,0.000368935620734182,0.0001804836963061,0.00635964912280702,0.000197472353870458,0.00131217941071216,0.00203193033381713,0,0.0112976862957518,5.62461330783509e-05,0.00102631771864233,0,0.000130975769482646,0,0.000383987712393203,0.000466679111442972,0.000219925225423356,0,0.00438162544169612,0.00326571004453241,0.00174895062962222,0.000940228341168569,0.00356682849499653,0,0.000518403317781234,0.000194174757281553,0.00507328072153325,0,0.000186648416599266,0
"64","Hallella",0,0,0,0,0,0,0,0,0.000750699515457585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194798870166553,0.000304630381803412,0,0,0,0,0.000408830744071954,0,0,0.00265936014183254,0,0,0.00158962294143829,0.00147574248293673,0,0,0,0,0,0,0,0,0,0.000491400491400491,0,0.000427350427350427,0,0,0,0.000903546419697312,0,0,0.00199880071956826,0,0,0.00466492206166799,0.00146880940038016,0,0,0,0,0
"65","Holdemania",0,0,0,0.000102009588901357,0,0,0,0,0,0,0,0,0,0,0,0,0.000156653873267017,0,3.70123621289511e-05,0,4.37234926325915e-05,0,0,0,0,0,0.000291399550412122,0,0,0,0,0,0,0,0,0,0,0,0.000161498708010336,0,0,0,0,4.13223140495868e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312221231043711,0.000110791048083315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349227669576897,0.000198157138610918,0,0,0,0,0,0,0
"66","Howardella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83269366335083e-05,0,0.000481160707676364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69508943720006e-05,0.000130327121073895,0,0,0,0.000161498708010336,8.08146112817197e-05,0,0.000437660703539581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Hydrogenoanaerobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205044084478163,0,0,0.000148706255576485,0,0.000886453380610847,0,0,0,0.000184467810367091,0,0,0,0,9.67585873246251e-05,0,0,0,0,0,0,0,0,0.000280007466865783,0,0,0.000282685512367491,0,0.000949430341794923,0,0,0.000113778586869951,0.000777604976671851,0,7.04622322435175e-05,0,0,0
"68","Kingella",0,0.000360620266858998,0.000234879624192601,0.00153014383352035,0,0.000385375018064454,0.000298240381747689,0.000241021932995903,0,0.00131578947368421,0.00223125922193832,0.00259772389905987,0.000484637006881846,0.00409082551939695,0,8.37591088030823e-05,0.00156653873267016,0.000867804454729534,0.00118439558812643,0,0.00367277338113769,0.00089086859688196,0.00176839397674294,0.00125,0.000480472235568673,0,0.00120722670885022,0.000201531640467553,0.00044272974511416,0.000353356890459364,0.000282485875706215,0,0.00171641791044776,0.00227834601774201,0.00182457969503454,0.000232018561484919,0.00365637604131328,0,0.000161498708010336,0.00210117989332472,0.000789390590464162,0.000930028995021609,0.000259336099585062,0.00433884297520661,0.000717764675724173,0.00227884814584628,0.00186046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644393774164767,0,0,0.00780553077609277,0,0,0,0,0.000767543859649123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282685512367491,0,4.99700179892065e-05,0.0110141034251175,0,0.000227557173739902,0,0,0.000352311161217587,0,0,0
"69","Lachnoanaerobaculum",0,0.00168289457867532,0.00246623605402231,0.00204019177802713,0.00510948905109489,0.00125246880870948,0.000198826921165126,0.00401703221659838,0,0.00251196172248804,0.012379889876561,0.00816427511133102,0.0053310070757003,0.00101121529692958,0.00420439844760673,0.0164167853254041,0.00313307746534033,0.000289268151576511,0.00118439558812643,0,0.00030606444842814,0.00190900413617563,0.00101816622903381,0.000673076923076923,0.00164733337909259,0.00147127148830726,0.00253933893930564,0.00564288593309149,0.00202390740623616,0,0.00338983050847458,0,0.00261194029850746,0.0111978282999661,0.00612537469047309,0.00487238979118329,0.000942364959101361,0.00483304042179262,0.0145348837209302,0.00347502828511395,0.000631512472371329,0.000875321407079162,0,0.000578512396694215,0.0018456805947193,0.000690560044195843,0.000516795865633075,0,0,0,0,0,0.000732146879927912,0,0.00029219830524983,0,0,0,0,0.000269323996768112,0,9.91375037176564e-05,0,0,0,0,0,0,0.000120322464204067,0.000328947368421053,0,0,0,0,0,0.00101243039541032,0,0.000294840294840295,6.54878847413229e-05,7.12250712250712e-05,0,9.33358222885944e-05,0.000109962612711678,0,0,9.8960910440376e-05,0,0,0,0,8.6400552963539e-05,0,7.04622322435175e-05,0,0,0
"70","Lachnospiracea_incertae_sedis",0.0666666666666667,0.00180310133429499,0.000704638872577804,0.00173416301132306,0,0.00101160942241919,0.00228650959339895,0.00184783481963525,0.022248003821743,0.00299043062200957,0.00223125922193832,0.00136071251855517,0.0037801686536784,0,0,0.00343412346092637,0.00266311584553928,0.00101243853051779,0.0050706936116663,0,0.000262340955795549,0.000127266942411709,0,0.00125,0.00123550003431944,0.000696918073408704,0.0027474814753143,0,0.001581177661122,0.00247349823321555,0.000564971751412429,0.0298120974702875,0.00253731343283582,0.00281157593678802,0.00247621530040401,0.00348027842227378,0,0.000219683655536028,0.00306847545219638,0.0024244383384516,0.00110514682664983,0.00437660703539581,6.48340248962656e-05,0.000330578512396694,0.000205075621635478,6.90560044195842e-05,0.000930232558139535,0.0402705678779298,0.18265306122449,0.0314857330272221,0.066077552097072,0.0337576092971777,0.00912367650371706,0.0682849812512335,0.00769455537157884,0.0335093419983753,0.0410668924640135,0.024031007751938,0.0834529423826123,0.0340694855911661,0.00994821477241755,0.0627540398532765,0.0914112123722729,0.0610041099202192,0.0519625334522747,0.156215377797474,0.0592611432568195,0.0499907766094816,0.0529418842497895,0.134429824561404,0.0459123222748815,0.160145532625552,0.0614417029511369,0.0587158761628793,0.0328097191054708,0.0213735305697733,0.0744813430100433,0.00825552825552826,0.0242305173542895,0.0165242165242165,0.0189113948353653,0.0747619936531641,0.0316692324609633,0.00643776824034334,0.0507420494699646,0.0857991093518061,0.0594143513891665,0.0505036937541974,0.144357475478054,0.0810103538514052,0.0497667185069985,0.083495145631068,0.136908117249154,0,0.000124432277732844,0.000386324125941666
"71","Lactobacillus",0,0.000601033778098329,0,0.000408038355605427,0.000364963503649635,0.0014451563177417,0.000198826921165126,0.000562384510323772,0.110352828772265,0.00155502392344498,0.00107964155900241,0.00061850569025235,0.000484637006881846,0,0.00129366106080207,0.00167518217606165,0.000548288556434558,0,0.000555185431934266,0,0.00126798128634515,0.000318167356029271,0.00112534162156369,0,0.000343194453977624,0,0.000457913579219049,0.00060459492140266,0.00177091898045664,0.000176678445229682,0.000564971751412429,0.117057300312064,0.00134328358208955,0.00101798439090601,0.000912289847517268,0,0,0.000878734622144112,0.00113049095607235,0.000484887667690318,0,0.000711198643251819,6.48340248962656e-05,0.00119834710743802,0.000307613432453217,0.00096678406187418,0.000310077519379845,0.000629227623092654,0.000470957613814757,0.000163988192850115,0.000923239250857294,0.000885445489762036,0,0.00177619893428064,0.00146099152624915,0.00243704305442729,0.000423370025402202,0,0.00112774246462989,0.000807971990304336,0,0.00114008129275305,0.000414250207125104,0.0071722137158514,0.000223015165031222,0.00775537336583204,0.00438735931836969,0.004058291828076,0.00138370833834677,0.00263157894736842,0.000789889415481833,0.000835023261362281,0.0011611030478955,0.000610035077016929,0.000851195542830612,0.000281230665391754,0.00102631771864233,0.00117936117936118,0.00176817288801572,0.000427350427350427,0.000383987712393203,0.00112002986746313,0.000439850450846712,0,0.000706713780918728,0.000296882731321128,0.00649610233859684,0.000671591672263264,0.0100069354998514,0.0113778586869951,0.00285121824779678,0.0045631067961165,0.00288895152198421,0,0.0640826230324146,0.0679930461657331
"72","Lactococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110791048083315,0,0,0.000120322464204067,0.00043859649122807,0,0,0,0,0,0,0,0,0,0,0,0.000186671644577189,0,0,0,0,0,0,0,0,0,0,0.00084554678692221,0,0,0
"73","Leptotrichia",0,0.00216372160115399,0.000939518496770405,0.00346832602264613,0.00328467153284671,0.0039019220579026,0.00586539417437121,0.00168715353097132,0.0017061352624036,0.00514354066985646,0.0189657033864757,0.0153389411182583,0.0157991664243482,0.00363118220261077,0,0.00837591088030823,0.0176235607425393,0.00144634075788256,0.01058553556888,0,0.00384766735166805,0.0044543429844098,0.0119768501152135,0.00548076923076923,0.00411833344773148,0.000619482731918848,0.00283073848971776,0.00523982265215639,0.00366833217380304,0.00547703180212014,0.00225988700564972,0.00497974902064936,0.00440298507462686,0.0161423239129381,0.0198097224032322,0.0160092807424594,0.00369407063967733,0,0.00807493540051679,0.0203652820429934,0.00110514682664983,0.0128562831664752,0.00142634854771784,0.00359504132231405,0.00492181491925148,0.0151923209723086,0.00702842377260981,0,0.00353218210361068,0.00131190554280092,0,0,0,0,0,0.000101543460601137,0,0,0,0.0410719095071371,0,0.00411420640428274,0.000414250207125104,0.00112821339350471,0,0,0.00038150950594519,0.000737871241468364,0.00330886776561184,0,0,0.00387689371346773,0,0,0,0,0,0,0,0,0,0,0.0376072135473939,0,0.00424028268551237,9.8960910440376e-05,0.00109934039576255,0,0,0.00204801456365912,0.000432002764817695,0.00262135922330097,0,0,0.00603496547004293,0.00598802395209581
